"SMILES","InChIKey","AromaticRingCount","HBondDonorCount","HBondAcceptorCount","FractionCarbonSP3","HeteroatomCount","HeterocycleCount","RotatableBondCount","MolecularMass","DegreeOfUnsaturation","MinEllipsoidLength","MaxDistance","LongestPiChain","LinkerLength","MaxAbsorbanceWavelength"
"CC1=C/C(=C(/c2cc(C)c([O-])c(C(=O)[O-])c2)c2ccccc2S(=O)(=O)O)C=C(C(=O)[O-])C1=O","KXOWVZNVTQLQPD-XMHGGMMESA-K",2,1,8,0.08695652173913043,10,0,5,467.43,18,97.29578327936441,11.3579367724015,10,2,500.5029863
"CC1=CC(=C(c2cc(C)c([O-])c(C(=O)[O-])c2)c2ccccc2S(=O)(=O)O)C=C(C(=O)[O-])C1=O","KXOWVZNVTQLQPD-UHFFFAOYSA-K",2,1,8,0.08695652173913043,10,0,5,467.43,18,82.6366810628424,11.271218758378707,10,2,480.1956869
"CCN1C(=CC=CC2=[N+](CC)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21","RHCLJBKXGJHOCN-UHFFFAOYSA-M",2,0,7,0.37037037037037035,10,2,6,543.7,14,361.78819615947066,18.501957150764635,14,4,572.2782521
"C#CCN=C(O)CCCCC[N+]1=C(C=CC=CC=C2N(C)c3ccc(S(=O)(=O)O)cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21","OMSGSPNJNVQTSN-UHFFFAOYSA-N",2,2,7,0.37142857142857144,12,2,12,679.8,17,886.1844356105133,22.005961738400092,16,6,681.1854749
"CC1(C)C(C=CC2=C(NCCCN=[N+]=[N-])/C(=C/C=C3/N(CCCCS(=O)(=O)[O-])c4ccccc4C3(C)C)CC2)=[N+](CCCCS(=O)(=O)O)c2ccccc21","XEWMTEFQJKJRAZ-TXRIKVQFSA-N",2,2,8,0.475,14,2,18,777.,18,495.2660515147011,21.035384301828568,18,3,705.9428046
"C#CCNC1=C(C=CC2=[N+](CCCCS(=O)(=O)O)c3ccccc3C2(C)C)CC/C1=C\C=C1\N(CCCCS(=O)(=O)[O-])c2ccccc2C1(C)C","YNKZQYLIDKIPBB-GBYGALLISA-N",2,2,7,0.425,11,2,15,732.,18,549.2701238503648,19.85790834741982,18,3,712.6271625
"CC1(C)C(=CC=CC=CC2=[N+](CCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)N(CCCCCC([O-])=NCCCN=[N+]=[N-])c2ccc(S(=O)(=O)O)cc21","DUWZWZJMKCNGSI-UHFFFAOYSA-L",2,1,12,0.4594594594594595,19,2,19,831.,19,1317.153790325648,24.72153904881388,16,6,676.9404449
"CCN1C(=CC=CC=CC2=[N+](CCCCCC(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)O)ccc21","HPICMEGAGMPYID-UHFFFAOYSA-M",2,1,8,0.3939393939393939,12,2,12,655.8,16,724.1833921634637,21.099876243666856,16,6,683.7698457
"c1ccc(Oc2c3c(cc4ccccc24)C2=NC3=NC3(Oc4ccccc4)N=C(N=C4N=C(c5c4c(Oc4ccccc4)c4ccccc4c5Oc4ccccc4)N(Oc4ccccc4)C4=NC(=N2)c2cc5ccccc5c(Oc5ccccc5)c24)c2c3c(Oc3ccccc3)c3ccccc3c2Oc2ccccc2)cc1","CUMJCHXGZQIUNU-UHFFFAOYSA-N",16,0,16,0.010416666666666666,16,5,16,1451.6,72,266.46824751242224,19.935006319135308,26,2,625.6473514
"CC1(C)C(=CC=CC=CC2=[N+](CCCCCC(=O)ON3C(=O)CCC3=O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)N(CCCCCC(=O)ON2C(=O)CCC2=O)c2ccc(S(=O)(=O)[O-])cc21","MGIODCZGPVDROX-UHFFFAOYSA-M",2,0,15,0.4444444444444444,20,4,19,936.,23,1291.784706785236,25.024288210133733,16,6,663.3227079
"CC1(C)C(=CC=CC=CC2=[N+](CCCS(=O)(=O)[O-])c3ccccc3C2(C)C)N(CCCCCC(=O)ON2C(=O)CCC2=O)c2ccccc21","ULMQWLBXZOBKDA-UHFFFAOYSA-N",2,0,8,0.42105263157894735,11,3,14,687.9,18,726.9482084351022,18.98550086226182,16,6,668.4719456
"C#CCN=C([O-])CCCCCN1C(=CC=C2C=C(C=CC3=[N+](C)c4ccccc4C3(C)C)CCC2)C(C)(C)c2ccccc21","ODTCCTFHIJRHRC-UHFFFAOYSA-N",2,0,3,0.4,4,2,10,585.8,19,664.493530533715,20.81896001467029,18,3,716.1712217
"CC1(C)C(=CC=CC=CC2=[N+](CCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)N(CCCCCC(=O)ON2C(=O)CCC2=O)c2ccc(S(=O)(=O)[O-])cc21","MBAJQBXOZFYCPR-UHFFFAOYSA-L",2,0,14,0.42105263157894735,19,3,16,846.,20,567.1143295452702,21.259047214379805,16,6,684.8310363
"CCN1C(=CC=C2CCCC(C=CC3=[N+](CC)c4ccc5ccccc5c4C3(C)C)=C2Cl)C(C)(C)c2c1ccc1ccccc21","OYVKEIIHSIVUMC-UHFFFAOYSA-N",4,0,1,0.30952380952380953,3,2,5,612.3,21,929.7783022794547,21.323973120741723,22,3,795.550641
"C#CCN=C(O)CCCCCN1C(=CC=CC2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21","ZAEMCWBMKGHPLO-UHFFFAOYSA-O",2,1,2,0.3939393939393939,4,2,9,494.7,15,373.2533385730466,17.24209718362008,14,4,530.8532207
"C[N+]1=C(C=CC=C2N(CCCCCC(O)=NCCCN=[N+]=N)c3ccc(S(=O)(=O)O)cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)O)ccc21","GYJILUBNEARHAE-UHFFFAOYSA-P",2,4,8,0.45454545454545453,15,2,14,700.9,14,599.1054446865572,19.134391566718325,14,4,556.7925402
"CC1(C)C(=CC=CC=CC2=[N+](CCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)N(CCCCCC(=O)[O-])c2ccc(S(=O)(=O)O)cc21","KPBQEJDRGQDEFF-UHFFFAOYSA-L",2,1,11,0.4117647058823529,16,2,15,748.9,17,257.05160017291115,19.70071434684388,16,6,692.2812794
"CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)Cc3cccc(S(=O)(=O)[O-])c3)cc2)cc1S(=O)(=O)[O-]","DCTXQQVUQIODBO-UHFFFAOYSA-M",3,0,8,0.1935483870967742,11,0,8,606.7,18,527.4286094667186,19.47855356489863,10,2,622.9273233
"C[N+]1=C(C=CC=C2N(CCCCC(O)=NCCOCCOCCNCCO[C@H]3OC(CO)[C@@H](O)[C@H](O)C3O)c3ccccc3C2(C)C)C(C)(C)c2ccccc21","SSFADTFCQMBTSO-IHRPVSEJSA-O",2,6,11,0.5813953488372093,13,3,21,780.,14,1600.506179375385,27.76655595342642,14,4,547.9560321
"CC1(C)C(=CC=CC2=[N+](CCCCCC(=O)ON3C(=O)CCC3=O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)N(CCCCCC(=O)ON2C(=O)CCC2=O)c2ccc(S(=O)(=O)[O-])cc21","OHOQEZWSNFNUSY-UHFFFAOYSA-M",2,0,15,0.46511627906976744,20,4,18,910.,22,400.34084262665624,20.164018534667477,14,4,568.9451784
"CC1(C)C(=CC=CC2=[N+](CCCCCC(=O)ON3C(=O)CCC3=O)c3ccccc3C2(C)C)N(CCCS(=O)(=O)[O-])c2ccccc21","LMCRIEMWRAZMSJ-UHFFFAOYSA-N",2,0,8,0.4444444444444444,11,3,13,661.8,17,406.4997994207881,20.110624420165113,14,4,560.1943444
"C#CCN=C(O)CCCCCN1C(=CC=C2C=C(C=CC3=[N+](C)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21","MUENJVFYRXNHST-UHFFFAOYSA-N",2,2,7,0.4,12,2,12,746.,19,684.4010045175145,23.556837651167804,18,3,751.1497379
"CC1(C)C(=CC=CC2=[N+](CCCCS(=O)(=O)O)c3ccc([As]4SCCS4)cc3C2(C)C)N(CCCCS(=O)(=O)[O-])c2ccc([As]3SCCS3)cc21","UDHHTMYURAAYGN-UHFFFAOYSA-N",2,1,10,0.5142857142857142,16,4,14,933.,15,697.4791212652768,21.785369776802042,14,4,589.7724291
"CC1(C)Oc2cc3c4c(c2O1)OC(C)(C)Oc1c2c(c5c6c1C1=NC6=NC6=NC(=Nc7c8ccccc8c(n7OC(C)(C)O5)NC3=NC4=N1)c1ccccc16)OC(C)(C)O2","SPGPMYDFYZWQDY-UHFFFAOYSA-N",5,1,16,0.2727272727272727,16,9,0,802.8,32,243.4164286801256,17.789468616061054,14,0,637.609707
"CC1(C)C(=CC=CC=CC2=[N+](CCCCS(=O)(=O)[O-])c3ccc([As]4SCCS4)cc3C2(C)C)N(CCCCS(=O)(=O)O)c2ccc([As]3SCCS3)cc21","QIWUAZYHUQBKNR-UHFFFAOYSA-N",2,1,10,0.4864864864864865,16,4,15,959.,16,947.3197218801255,23.40246502577239,16,6,677.4681449
"CC1(C)C(=CC=CC=CC2=[N+](CCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)N(CCCCCC([O-])=NCCCCCCN2C(=O)C=CC2=O)c2ccc(S(=O)(=O)[O-])cc21","ABCCZQUSYBNXBH-UHFFFAOYSA-K",2,0,14,0.45454545454545453,19,3,22,926.1,22,1293.8401597851341,26.265236010807488,16,6,660.2468485
"C[N+]1=C(C=CC=C2N(CCCS(=O)(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(N=C([O-])CCl)ccc21","IMJHPLNUVXYGKB-UHFFFAOYSA-M",2,1,8,0.3793103448275862,13,2,9,635.2,15,783.4146877358276,18.826001957777272,17,4,612.1609741
"Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1N=Nc1ccc2c(S(=O)(=O)O)ccc(N)c2c1O","AICLBRRCLVJTST-UHFFFAOYSA-N",6,7,14,0.058823529411764705,20,0,8,792.8,24,1171.6315813019078,23.271130860130654,23,3,439.41754
"CC1(C)C(=CC=CC2=[N+](CCCCCCON3C(=O)CCC3=O)c3ccc(S(=O)(=O)O)cc3C2(C)C)N(CCCCCCON2C(=O)CCC2=O)c2ccc(S(=O)(=O)[O-])cc21","DUPPOWTYYIIKOJ-UHFFFAOYSA-N",2,1,12,0.5116279069767442,18,4,20,883.,19,1221.9107056409644,23.956352718396722,14,4,580.4517137
"C[N+]1=C(C=CC=C2N(CCCCCC(O)=NCCN3C(=O)C=CC3=O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)O)ccc21","LOVTXMZOYVAEPC-UHFFFAOYSA-N",2,2,9,0.3888888888888889,15,3,13,738.9,18,609.7021313330785,22.317905287155636,14,4,555.6823557
"CC(C)N1C=CC(=Cc2ccc3ccccc3[n+]2C(C)C)c2ccccc21","TYFOKKOWQOKKCH-UHFFFAOYSA-N",3,0,1,0.24,2,2,3,355.5,13,182.87075519403348,13.68971612231898,11,2,521.2151012
"Cc1ccc(Nc2ccc(Nc3ccc(C)cc3S(=O)(=O)O)c3c2C(=O)c2cccc(O)c2C3=O)c(S(=O)(=O)O)c1","QNCHUVVZYAZOHD-UHFFFAOYSA-N",4,5,9,0.07142857142857142,13,0,6,594.6,19,358.5624777953175,15.459111796027157,13,2,625.3575561
"CC[n+]1c(CC2C=C(C)N=C(c3ccccc3)N2C)ccc2ccccc12","WNJQWMVHCPGIAR-UHFFFAOYSA-N",3,0,2,0.25,3,2,4,356.49,13,241.91935716502718,15.447635670367166,7,1,435.1915249
"CC1(C)C(=CC=CC=CC2=[N+](CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)N(CCCCCC(=O)[O-])c2ccc(S(=O)(=O)O)cc21","KCJWQEQRJODNIT-UHFFFAOYSA-M",2,2,9,0.43243243243243246,14,2,17,741.9,17,916.9850448437077,20.16225923375919,16,6,687.2925818
"CC[N+]1=C(C=CC=C2N(CCCCCC(=O)ON3C(=O)CCC3=O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)O)ccc21","SOVMUUCAZOFIQP-UHFFFAOYSA-N",2,1,10,0.42857142857142855,15,3,12,727.8,17,413.41686761811354,19.81199471126288,14,4,571.4504641
"CCN1C(=CC=CC=CC2=[N+](CCCCCC(O)=NCCCN=[N+]=[N-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)O)ccc21","LSISYTNZXRYXJU-UHFFFAOYSA-N",2,2,8,0.4444444444444444,15,2,16,738.9,17,576.1007107918276,21.117461567447556,16,6,670.1181686
"CN1C(=CC=CC=CC2=[N+](CCCCCC(=O)ON3C(=O)CCC3=O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21","QDXSFIRROAQGSO-UHFFFAOYSA-M",2,0,11,0.3888888888888889,15,3,12,738.8,19,590.0778689848868,21.669425337089937,16,6,687.1813932
"CCN1C(=CC=CC=CC2=[N+](CCCCCC(O)=NCCc3ccc(O)cc3)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)O)ccc21","NHSJCIBSNKLAMA-UHFFFAOYSA-N",3,3,8,0.36585365853658536,13,2,15,776.,19,505.3450540476178,25.701700152539523,16,6,681.8748695
"CC[N+]1=C(C=CC=C2N(CCCCCC(O)=NCCc3ccc(O)cc3)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)O)ccc21","JPXIOSIRIWBDIC-UHFFFAOYSA-N",3,3,8,0.38461538461538464,13,2,14,749.9,18,658.4247559027309,22.67918184408352,14,4,583.0199584
"Cc1ccc(Nc2ccc(N=Nc3ccc(N=Nc4cccc(S(=O)(=O)[O-])c4)c4ccccc34)c3cccc(S(=O)(=O)[O-])c23)cc1","JLGHRHTZYNYXMD-UHFFFAOYSA-L",6,1,11,0.030303030303030304,13,0,8,649.7,26,1381.8591349613685,23.337815896492575,20,3,470.1390348
"O=S(=O)([O-])c1cccc(N=Nc2ccc(N=Nc3ccc(Nc4ccccc4)c4c(S(=O)(=O)[O-])cccc34)c3ccccc23)c1","DJRZPZBRKRAGBD-UHFFFAOYSA-L",6,1,11,0.,13,0,8,635.7,26,1022.1059382844358,21.20197949897973,20,3,463.9627856
"Cc1ccc(Nc2ccc(Nc3ccc(C)cc3S(=O)(=O)O)c3c2C(=O)c2ccccc2C3=O)c(S(=O)(=O)O)c1","BGBDMEPBLWJCHI-UHFFFAOYSA-N",4,4,8,0.07142857142857142,12,0,6,578.6,19,639.4554538443274,15.525159339005286,13,2,619.5346989
"O=S(=O)(O)c1cc([O-])c(N=Nc2ccc3ccccc3c2O)c2ccccc12","BRDGZOLJYALNOY-UHFFFAOYSA-M",4,2,6,0.,8,0,3,393.39,16,108.9952798747458,10.894452324204622,12,3,481.0879366
"c1ccc2c(c1)C1=Nc3[n-]c(c4ccccc34)N=C3N=C([N-]c4[n-]c(c5ccccc45)[N-]C2=N1)c1ccccc13","VHWVDGHWIJRPMN-UHFFFAOYSA-N",6,0,4,0.,8,5,0,512.54,31,160.2081718623357,12.561901200557521,13,0,579.6382267
"Cc1ccc(Nc2ccc(Nc3ccc(C)cc3S(=O)(=O)O)c3c2C(=O)c2c([O-])ccc([O-])c2C3=O)c(S(=O)(=O)O)c1","RDSNLCVUSJLCGP-UHFFFAOYSA-L",4,4,10,0.07142857142857142,14,0,6,608.6,21,180.30858772623034,14.035310709010504,13,2,626.3217162
"Cc1ccc(Nc2ccc(Nc3ccc(C)cc3S(=O)(=O)[O-])c3c2C(=O)c2ccccc2C3=O)c(S(=O)(=O)[O-])c1","BGBDMEPBLWJCHI-UHFFFAOYSA-L",4,2,10,0.07142857142857142,12,0,6,576.6,21,310.05144932935724,16.398473591521032,13,2,623.0653351
"Cc1ccc(Nc2ccc(N=Nc3ccc(N=Nc4cccc(S(=O)(=O)O)c4)c4ccccc34)c3cccc(S(=O)(=O)O)c23)cc1","JLGHRHTZYNYXMD-UHFFFAOYSA-N",6,3,9,0.030303030303030304,13,0,8,651.7,24,957.1605312884518,22.607575714383863,20,3,465.2128123
"O=S(=O)(O)c1cccc(N=Nc2ccc(N=Nc3ccc(Nc4ccccc4)c4c(S(=O)(=O)O)cccc34)c3ccccc23)c1","DJRZPZBRKRAGBD-UHFFFAOYSA-N",6,3,9,0.,13,0,8,637.7,24,1497.0541249807798,22.03270219474858,20,3,458.4098601
"CCOc1ccc(Nc2ccc(C(=C3C=CC(=[N+](CC)Cc4cccc(S(=O)(=O)O)c4)C=C3C)c3ccc(N(CC)Cc4cccc(S(=O)(=O)O)c4)cc3C)cc2)cc1","YVNQAIFQFWTPLQ-UHFFFAOYSA-O",5,3,7,0.2127659574468085,12,0,15,833.1,24,423.91976879122495,24.849035438249622,15,2,584.3783188
"O=S(=O)(O)c1cc(O)c(N=Nc2ccc3ccccc3c2O)c2ccccc12","BRDGZOLJYALNOY-UHFFFAOYSA-N",4,3,6,0.,8,0,3,394.4,15,318.80693983058336,15.30502095638732,12,3,455.5467443
"c1ccc2c(c1)C1=NC2=NC2=NC(=NC3=NC(=NC4=NC(=N1)c1ccccc14)c1ccccc13)c1ccccc12","LOWPZDCTVDWTBN-UHFFFAOYSA-N",4,0,8,0.,8,5,0,512.54,29,114.55058526183073,12.670861408043576,13,0,615.6999362
"O=S(=O)(O)c1cc(O)c(N=Nc2c(O)ccc3ccccc23)c2ccccc12","ZMLWOOMWRCRLCH-UHFFFAOYSA-N",4,3,6,0.,8,0,3,394.4,15,231.39501017040388,13.640821966853023,11,3,462.1730125
"O=S(=O)(O)c1cc(O)c(N=Nc2c([O-])ccc3ccccc23)c2ccccc12","ZMLWOOMWRCRLCH-UHFFFAOYSA-M",4,2,6,0.,8,0,3,393.39,16,476.63284744943235,13.238080214920602,11,3,499.205561
"O=S(=O)([O-])c1cccc2c(N=Nc3ccc(N=Nc4ccc(Nc5ccccc5)c5c(S(=O)(=O)[O-])cccc45)c4ccccc34)cccc12","JWRKFFQQNVQJLW-UHFFFAOYSA-L",7,1,11,0.,13,0,8,685.7,29,837.9732012329578,22.16674969627336,21,3,468.160787
"CCOc1ccc(Nc2ccc(C(=C3C=CC(=[N+](CC)Cc4cccc(S(=O)(=O)[O-])c4)C=C3C)c3ccc(N(CC)Cc4cccc(S(=O)(=O)[O-])c4)cc3C)cc2)cc1","YVNQAIFQFWTPLQ-UHFFFAOYSA-M",5,1,9,0.2127659574468085,12,0,15,831.,26,396.9078166812193,21.952486830575783,15,2,600.9582254
"O=S(=O)(O)c1cccc2c(N=Nc3ccc(N=Nc4ccc(Nc5ccccc5)c5c(S(=O)(=O)O)cccc45)c4ccccc34)cccc12","JWRKFFQQNVQJLW-UHFFFAOYSA-N",7,3,9,0.,13,0,8,687.7,27,1129.813525677314,22.749716757976202,21,3,478.0842377
"Clc1cc2c(c(Cl)c1Cl)-c1nc3nc(nc4nc(nc5[n-]c([n-]c-2n1)c1c(Cl)c(Cl)c(Cl)c(Cl)c51)-c1c(Cl)c(Cl)c(Cl)c(Cl)c1-4)-c1c(Cl)c(Cl)c(Cl)c(Cl)c1-3","BLMXUSBBCCRYCF-UHFFFAOYSA-N",6,0,6,0.,23,5,0,1029.2,30,158.71984726419956,13.907011155943772,13,0,575.8191684
"Cc1ccc(Nc2ccc([O-])c3c2C(=O)c2ccccc2C3=O)c(S(=O)(=O)O)c1","XXQVCGHGQCAKKA-UHFFFAOYSA-M",3,2,6,0.047619047619047616,8,0,3,408.4,16,101.11300176267858,11.008444798747181,11,2,611.4386322
"CCOc1ccc(Nc2ccc(C(=C3C=CC(=[N+](CC)Cc4cccc(S(=O)(=O)[O-])c4)C=C3)c3ccc(N(CC)Cc4cccc(S(=O)(=O)[O-])c4)cc3)cc2)cc1","PLVPREXUKUFADG-UHFFFAOYSA-M",5,1,9,0.17777777777777778,12,0,15,803.,26,683.7204751916497,22.835604447669443,15,2,608.3945655
"CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2Cl)cc1","PYALRJHHXIQCEI-UHFFFAOYSA-N",2,0,1,0.17391304347826086,3,0,3,363.91,12,150.79463513410198,13.534971726272284,10,2,624.0604214
"Cc1ccc(Nc2ccc(Nc3ccc(C)cc3)c3c2C(=O)c2ccccc2C3=O)cc1","TVRGPOFMYCMNRB-UHFFFAOYSA-N",4,2,4,0.07142857142857142,4,0,4,418.5,19,374.3948322567631,15.772224639036736,13,2,637.1699574
"Nc1cc(O)c(O)c2c1C(=O)c1c(O)c(O)cc(N)c1C2=O","XBVUXRZERLDXMU-UHFFFAOYSA-N",2,6,8,0.,8,0,0,302.24,11,2510.072636377249,10.33412827795511,9,1,566.8696526
"O=S(=O)([O-])c1cc([O-])c2c(N=Nc3ccc(Nc4ccccc4)c4c(S(=O)(=O)O)cccc34)cc(S(=O)(=O)[O-])cc2c1","QFVHZQCOUORWEI-UHFFFAOYSA-K",5,2,12,0.,16,0,7,626.6,22,602.9866582526588,18.089634683522643,15,3,497.3258983
"Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)c(S(=O)(=O)O)c1","XXQVCGHGQCAKKA-UHFFFAOYSA-N",3,3,6,0.047619047619047616,8,0,3,409.41,15,233.36165790211555,14.314202237369212,11,2,587.0282913
"CC(C)CCN1C=CC(=Cc2cc[n+](CCC(C)C)c3ccccc23)c2ccccc21","OPYVFVSPWOXGSM-UHFFFAOYSA-N",3,0,1,0.3448275862068966,2,2,7,411.61,13,563.5079739051914,17.95489425937992,10,2,522.5700093
"O=S(=O)(O)c1cc(O)c2c(N=Nc3ccc(Nc4ccccc4)c4c(S(=O)(=O)O)cccc34)cc(S(=O)(=O)O)cc2c1","QFVHZQCOUORWEI-UHFFFAOYSA-N",5,5,10,0.,16,0,7,629.6,19,570.4265165180075,16.185973721361663,15,3,434.0651111
"CCN1C(=CC(C)=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21","DGBHUSPLAMIWPQ-UHFFFAOYSA-N",3,0,3,0.22727272727272727,4,2,4,379.6,12,421.254158814206,15.547694159414764,13,4,512.3941225
